sep=,
Ext_id: com.instructure.candroid,From: 2020-03-20,To: 2022-02-01
Date,AppID,AppName,Language,Review Language,Version,VersionCode,OS,Author,Rating,Title,Review,Translated title,Translated review,Reply Date,Developer Reply,User,Device,Device Type,Tags,Categories,Updated,Semantic Tags,Semantic Categories,Semantic Sentiment,Notes,Likes,Dislikes,Link,Permalink,AF Link
"2020-03-21 08:15:22","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"Cameron Bowden","1",,"Worked but had to much of it",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/473071333?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=473071333"
"2020-03-21 09:37:34","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"Nevin097","5",,"Great!!!!! Helps me with school work!!!!",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/473071334?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=473071334"
"2020-03-21 10:23:21","com.instructure.candroid","Canvas Student","en","en","6.6.5",,,"Ivette Means","5",,"Easy to use",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/473071335?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=473071335"
"2020-03-21 13:13:20","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"Paulina Contreras","5",,"Easy to navigate!",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/473320713?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=473320713"
"2020-03-21 16:16:24","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"xV1LL4","1",,"Its trash and it lags always",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/473320714?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=473320714"
"2020-03-21 17:38:52","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"Monae Gomez","5",,"LOVE HOW ALL I NEED IS IN ONE SPOT",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/473451170?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=473451170"
"2020-03-21 19:28:46","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"Celeste Belen","5",,"Very easy to use.",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/473451171?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=473451171"
"2020-03-21 19:50:18","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"Xavier Props","1",,"I dont wanna do school work during the pandemic break",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/473451172?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=473451172"
"2020-03-21 20:10:08","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"Marthe Van Gorder","5",,"Love it!",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/473451173?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=473451173"
"2020-03-21 20:12:57","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"Joel Durrheim","5",,"It is a very useful app to have on your phone. Very user friendly and very helpful.",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/473451174?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=473451174"
"2020-03-21 21:10:42","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"Summer Thomas","4",,"Very little hiccups and very convenient",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/473562962?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=473562962"
"2020-03-21 22:14:51","com.instructure.candroid","Canvas Student","en","en",,,,"239 Vizor","1",,"F school",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/473562963?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=473562963"
"2020-03-22 01:35:52","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"Max Winkel","1",,"BAD",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/473698264?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=473698264"
"2020-03-22 02:59:41","com.instructure.candroid","Canvas Student","en","en",,,,"Mr. Jude","1",,"Ggg",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/473698265?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=473698265"
"2020-03-22 03:30:18","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"Tina Russell","5",,"Easy to navigate! All the classroom information is there and in one place.",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/473698266?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=473698266"
"2020-03-22 05:31:42","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"Iqbal sekandari","1",,"It is not working.",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/473698267?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=473698267"
"2020-03-22 09:40:10","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"tara kuban","5",,"This app comes in handy when I am handy when using my laptop is not handy.",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/473874049?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=473874049"
"2020-03-22 10:52:49","com.instructure.candroid","Canvas Student","en","en","6.6.5",,,"Amaury Cepeda","5",,"Exelent app",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/473874050?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=473874050"
"2020-03-22 13:26:40","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"Old Mate","2",,"Mostly fine for browsing. However, unless I'm mistaken you can't download through the app, making it necessary to use a browser anyway.",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/473985024?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=473985024"
"2020-03-22 13:45:18","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"Haris Zafar","5",,"An online student can't ask for more",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/473985025?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=473985025"
"2020-03-22 14:32:26","com.instructure.candroid","Canvas Student","en","en",,,,"Ian S. Wilde","1",,"Learning...",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/473985026?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=473985026"
"2020-03-22 16:14:44","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"Riyas R","5",,"My friend midhun raj from s8 ECE NCERC suggested this app, so this would be amazing app.",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/473985027?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=473985027"
"2020-03-22 16:19:42","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"jibin ravindran","5",,"My padipi frnd Midhunraj S8 ECE suggested me this app!. Unfortunatly this app is the best ever app i have ever installed!.. More better experience than any other app!. Thenku monoose",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/473985028?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=473985028"
"2020-03-22 16:58:13","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"ベジットxy gaming 02","1",,"Terrible",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/473985029?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=473985029"
"2020-03-22 17:19:30","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"Taryn Irwin","5",,"This app is great!! I have used this app for almost 2 years and it has always been my savior in turning things in and remembering to do homework. Most, if not all, of the professors use this app, and so do the others at the school I'm transferring to this fall. Canvas is super easy to use on both android phones and computers.",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/474092501?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=474092501"
"2020-03-22 17:22:19","com.instructure.candroid","Canvas Student","en","en","6.6.5",,,"Mzonke Godongwana","5",,"Happy to use this app",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/474092502?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=474092502"
"2020-03-22 18:48:23","com.instructure.candroid","Canvas Student","en","en","6.6.5",,,"Nunie Gomez","5",,"i like i like alot, easy to use, convenient and fast",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/474240037?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=474240037"
"2020-03-22 19:03:43","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"Legacies Studios","5",,"App is fantastic",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/474240038?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=474240038"
"2020-03-22 20:34:23","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"helen guirguis","5",,"A very useful students portal for online learning, wish to contact the administration of the Canvas for some advice",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/474240039?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=474240039"
"2020-03-22 20:37:57","com.instructure.candroid","Canvas Student","en","no","6.6.6",,,"Almaseera Group","5",,"Jätte bra",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/474240040?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=474240040"
"2020-03-22 21:26:58","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"mia licano","5",,"Works well for students",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/474240041?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=474240041"
"2020-03-22 22:53:05","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"Entropy No","1",,"Overall very glitchy",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/474240042?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=474240042"
"2020-03-22 23:45:12","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"Finn Hutchinson","1",,"This is a really bad game, it is not fun.",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/474240043?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=474240043"
"2020-03-22 23:46:12","com.instructure.candroid","Canvas Student","en","en",,,,"Skei Skei Lloyd","5",,"Good",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/474240044?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=474240044"
"2020-03-23 03:00:37","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"Alexander David","5",,"Breve",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/474377412?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=474377412"
"2020-03-23 03:58:43","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"Nick Campbell","3",,"If I could would rate between 4 and 3. The app works rather well a majority of the time but there are 2 specific drawbacks that each takes away about 1 star. First, The ability to customize, organizing in a way that makes it easier for the user to access what is most relevant, is present but not prevalent and certainly has potential to expand. Second, A majority of Extinctions and tools do not work. I've used this app for 4 years, and it has improved greatly and would like it to keep growing :)",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/474377413?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=474377413"
"2020-03-23 06:35:17","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"Deborah Barrow","5",,"I am so grateful for this app. It has made going back to college a lot easier because I have access to necessary resources..my proffessors..updates and all my classes. Thank you Canvas😀",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/474549903?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=474549903"
"2020-03-23 07:14:53","com.instructure.candroid","Canvas Student","en","en",,,,"hai begwat","1",,"Everything is so confusing for no reason smh",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/474549904?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=474549904"
"2020-03-23 07:38:58","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"Carole Papy","5",,"Very useful.",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/474549905?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=474549905"
"2020-03-23 09:18:39","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"Michael T","5",,"Great",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/474549906?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=474549906"
"2020-03-23 11:17:05","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"Christian Barton","4",,"Really good, however would like there to be able to split the notifications. Being unable to sort through them when there is a lot is not good",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/474549907?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=474549907"
"2020-03-23 11:43:30","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"DH 005","1",,"Trash",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/474549908?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=474549908"
"2020-03-23 13:36:54","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"Nathaniel Rodenbeck","1",,"Trash keeps crashing delete nobody likes it",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/474978467?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=474978467"
"2020-03-23 13:42:18","com.instructure.candroid","Canvas Student","en","tl","6.6.6",,,"Shane Recibido","1",,"Duhhhh ang panget pangit di naman nagana kapag pinoforgot password tas na verify na sa gmail babalik lang ulit sa una pakiaayos naman yang app nyo babagsak ang estudyante dahil dyan e.",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/474978468?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=474978468"
"2020-03-23 13:53:47","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"lil redd","1",,"Its trash",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/474978469?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=474978469"
"2020-03-23 14:15:40","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"Marvin Lee","2",,"I've used this app before and was able to log into my portal,but now I cant, if this is normal, I would just go ont incognito which is what the school website explains is the solution but there is no way to do it in the app.",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/474978470?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=474978470"
"2020-03-23 16:51:30","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"Abdel Ms","5",,"Very helpful and easy to use.",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/475087438?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=475087438"
"2020-03-23 17:08:27","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"Dominic Salustri","5",,"Fantastic companion app for school if your school uses canvas. Honestly, much cleaner and user friendly than the actual website. They never even mentioned this app at school, but it's awesome for just about everything. :)",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/475087439?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=475087439"
"2020-03-23 17:19:03","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"Lawal Salami","5",,"Great",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/475087440?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=475087440"
"2020-03-23 17:43:45","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"Sammy Samm","5",,"Pretty good easy to use",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/475087441?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=475087441"
"2020-03-23 19:05:56","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"Shannon Ramay","3",,"Great for looking and reading. Not super func. for completing assignments. Using the square button on phone shows all opened apps, canvas doesn't show up. I can't dbl tap square to go back to app. I have to go to home screen to open app again. At least its been opening where I left off. Links from inside app dont always work. TAs, professors, ect, announce & send links for multi. reasons, since schools closed, but I can't open them. I can on my PC and if I copy & paste on phone browser",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/475519521?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=475519521"
"2020-03-23 19:55:03","com.instructure.candroid","Canvas Student","en","en","6.6.5",,,"Deide Dangelous","5",,"Super easy to use and practical 💜",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/475519522?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=475519522"
"2020-03-23 20:23:06","com.instructure.candroid","Canvas Student","en","en","6.6.6",,,"Dimitri Alexandre Blaiddyd","1",,"can't do any of the things that involve google on this app. wig",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/475519523?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=475519523"
