sep=,
Ext_id: com.instructure.candroid,To: 2022-02-04,From: 2021-01-02
Date,AppID,AppName,Language,Review Language,Version,VersionCode,OS,Author,Rating,Title,Review,Translated title,Translated review,Reply Date,Developer Reply,User,Device,Device Type,Tags,Categories,Updated,Semantic Tags,Semantic Categories,Semantic Sentiment,Notes,Likes,Dislikes,Link,Permalink,AF Link
"2021-01-03 06:07:24","com.instructure.candroid","Canvas Student","en","en","6.8.3",,,"Jejo Dedo","1",,"I HATE STUDYING",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/780663037?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=780663037"
"2021-01-03 13:17:23","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Magnus Solberg","3",,"Most of the app is good, but there is at least one bug, preventing me from opening up the ""zoom"" section of a class, and it makes using the app problematic.",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/780820338?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=780820338"
"2021-01-03 15:49:44","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Jessica Chapman","4",,"Using for 3 kids so I can submit pictures of their assignment. And sometimes to watch their videos.",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/780885073?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=780885073"
"2021-01-03 19:47:07","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"luis sosa","5",,"Great app to see grades, assignment and more. Easy to use.",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/780943380?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=780943380"
"2021-01-03 21:43:05","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Michael Kislowski","1",,"Hate school",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/780943381?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=780943381"
"2021-01-03 22:21:25","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Sandra Alaniz","5",,"Great app!",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/780943382?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=780943382"
"2021-01-03 22:57:17","com.instructure.candroid","Canvas Student","en","en","6.8.1",,,"Kathleen Yan","5",,"Love this app. This really has been helping me to concentrate on while studying.",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/780943383?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=780943383"
"2021-01-03 23:29:18","com.instructure.candroid","Canvas Student","en","en",,,,"Sebastian Miguel","5",,"Canvas has helped me so much to be on time with my assignments and being able to do most of my work from my phone.",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/780943384?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=780943384"
"2021-01-03 23:41:05","com.instructure.candroid","Canvas Student","en","en",,,,"Kathrine Davis","2",,"Eh. Missing lots of things from the desktop site. You're better off just using a mobile browser.",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/780943385?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=780943385"
"2021-01-04 00:13:49","com.instructure.candroid","Canvas Student","en","en",,,,"Ashely Miller","5",,"Love easy access",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/780943386?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=780943386"
"2021-01-04 01:54:52","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Tyler Batt","1",,"So confusing google classroom is way easier.",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781004363?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781004363"
"2021-01-04 02:16:00","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Slick Willey","1",,"Online school is the worst.",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781004364?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781004364"
"2021-01-04 03:41:53","com.instructure.candroid","Canvas Student","en","en",,,,"Jeremy Mathews","5",,"Pretty good for school work",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781082172?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781082172"
"2021-01-04 03:56:06","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Jesus coats","5",,"I like it",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781082173?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781082173"
"2021-01-04 06:51:30","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"tech pal the future","5",,"It is very useful app",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781122029?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781122029"
"2021-01-04 07:28:18","com.instructure.candroid","Canvas Student","en","en",,,,"Mr. Rob","5",,"Well done 👍",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781122030?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781122030"
"2021-01-04 09:42:07","com.instructure.candroid","Canvas Student","en","en","6.8.1",,,"Mayur Rai","2",,"Many times it shows error while login. After entering the correct password and email , it continuously shows wrong email or password.",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781122031?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781122031"
"2021-01-04 10:37:15","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Courtney Bush","5",,"Works as it should",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781122032?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781122032"
"2021-01-04 13:24:42","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"babu parvaiz","5",,"I bless this",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781189024?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781189024"
"2021-01-04 14:15:30","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Sam R","1",,"It's just a bad app, and it looks like it was designed in the early 1980s",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781189025?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781189025"
"2021-01-04 14:24:17","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"jazmyn herrera","4",,"This app is really good and very useful",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781189026?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781189026"
"2021-01-04 14:55:54","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Kyla Seals","1",,"I hate this app with a passion its always kicking me out of classes and its so difficult GOOGLE CLASSROOM IS WAY BETTER shame on yall.",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781189027?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781189027"
"2021-01-04 15:29:53","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Tammy Tanner","5",,"Good app, still getting used to the features and icons. Wondering if there is an icon legend somewhere, but I'm usually too busy with getting work turned in that I don't have time for exploring. It would be nice to have a ""select all students"" in your class in the mailbox.",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781189028?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781189028"
"2021-01-04 15:38:25","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Salman English Academy","5",,"Superb",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781271188?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781271188"
"2021-01-04 15:45:24","com.instructure.candroid","Canvas Student","en","en","6.9.3",,,"23 kintali vinay Kumar","5",,"Good",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781271189?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781271189"
"2021-01-04 17:03:22","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Mou Fong","1",,"It bad",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781271190?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781271190"
"2021-01-04 17:13:25","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Emma Rice","5",,"I love it",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781271191?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781271191"
"2021-01-04 17:27:02","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Lily Bee","5",,"Great app for school",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781271192?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781271192"
"2021-01-04 17:28:02","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Mohammad Zahidul Islam","5",,"Happy to learn 🤗",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781271193?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781271193"
"2021-01-04 18:41:25","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Lucas Franco","4",,"I like it bit I dont like school",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781367966?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781367966"
"2021-01-04 19:22:38","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Kelli Stewart","1",,"Classes cannot be searched or filter so assignments are a nightmare to find. They're not in any sort of order listed and difficult to navigate. The computer version doesn't save the video when that's required to submit and we then have to do the assignment over because the app fails, won't save, won't submit. The issues are on both the computer and mobile version.",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781367967?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781367967"
"2021-01-04 19:27:21","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Willy D.","4",,"Works well enough to get the job done. Could expand on notifications and messaging.",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781367968?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781367968"
"2021-01-04 21:32:04","com.instructure.candroid","Canvas Student","en","en",,,,"Mak Wong","1",,"I can't log in, and it's such a pain nothing loads",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781367969?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781367969"
"2021-01-04 21:36:01","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Antonio Cornejo","5",,"AWWWWWWSOME",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781367970?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781367970"
"2021-01-04 21:43:22","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Lea Yazzie","3",,"Won't let me look at my classes and everytime I try to open one it closes the app on me",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781367971?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781367971"
"2021-01-04 22:35:48","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Daniel Menchaca","5",,"Nice and easy",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781367972?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781367972"
"2021-01-04 23:50:47","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Moose_RL","1",,"Bad",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781367973?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781367973"
"2021-01-04 23:58:53","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Marie Dasty","5",,"so helpful for my school",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781367974?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781367974"
"2021-01-05 01:08:52","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Jennifer Corpuz","5",,"Good",,,,,,,,,,"Updated",,,,,,,,"https://appfollow.io/gp/20453/review/665851815?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=665851815"
"2021-01-05 02:54:46","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"ORTIZZZ","1",,"Boring",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781449430?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781449430"
"2021-01-05 06:30:32","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Asa Hart","1",,"Ok",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781470087?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781470087"
"2021-01-05 07:48:42","com.instructure.candroid","Canvas Student","en","en",,,,"waysun jeff","1",,"I hate it",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781517712?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781517712"
"2021-01-05 07:56:55","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Inani Priyanshu","1",,"Very poor services.. Not expected this from canvas app. I am unable to reset my password as application constantly showing me password link has been sent successfully to your email id but there's no mail sent to me.",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781517713?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781517713"
"2021-01-05 09:31:24","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Claver Ouraga","5",,"Cool App It helps me a lot",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781517714?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781517714"
"2021-01-05 10:13:42","com.instructure.candroid","Canvas Student","en","en",,,,"demon creature","1",,"As a student and with online school, using this app is just exhausting. loging in is a whole other subject. This app isnt student, parent, teacher friendly. the first time i used it, it was bad. It made submitting, or even looking at the assignments more complicated than it needed to be. canvas made my first few weeks of school terrible, trying and figure out how to use it. it wouldnt let me see my assignments. holy shet, please if you're a teacher dont use this app, for your students sanity-",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781517715?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781517715"
"2021-01-05 10:47:22","com.instructure.candroid","Canvas Student","en","en",,,,"M X","4",,"Difficult to go to calendar and click agendas.",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781517716?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781517716"
"2021-01-05 12:01:41","com.instructure.candroid","Canvas Student","en","en","6.9.4",,,"John Kitolel","5",,"The best",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781517717?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781517717"
"2021-01-05 14:44:05","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Gerard Desjardins","5",,"I've never really had trouble with this app, which is amazing to me. It's extremely convenient and easy to track homework and protect due dates and requirements. Grades are easily accessible and the What-If grade simulator is super helpful to set priorities based on needed grades between classes and assignments.",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781625480?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781625480"
"2021-01-05 16:25:50","com.instructure.candroid","Canvas Student","en","en",,,,"Breonna Lee","2",,"I dont like school",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781698890?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781698890"
"2021-01-05 16:51:48","com.instructure.candroid","Canvas Student","en","de",,,,"Omphile Sikhili","5",,"None",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781698891?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781698891"
"2021-01-05 16:52:47","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Bryce Banner","5",,"Awesome",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781698892?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781698892"
"2021-01-05 17:25:08","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"gaemr","5",,"Good for school",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781698893?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781698893"
"2021-01-05 17:27:45","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"heather morrison","5",,"Excellent",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781698894?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781698894"
"2021-01-05 17:54:21","com.instructure.candroid","Canvas Student","en","en",,,,"Frances Garcia","5",,"Love this app",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781698895?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781698895"
"2021-01-05 18:29:22","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Haya Rizvi","4",,"whenever i try to use a link for zoom from my chromebook it never works. it only works on any other device so please fix that.",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781772620?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781772620"
"2021-01-05 18:34:49","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Sami Rodriguez","5",,"Very good app. Comes in handy alot",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781772621?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781772621"
"2021-01-05 19:23:16","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Bethsaida Manigat","5",,"This app is great that's all i have to say",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781772622?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781772622"
"2021-01-05 21:49:51","com.instructure.candroid","Canvas Student","en","en",,,,"Chickedee Sqaud","1",,"Terrible. The app is fine it's just the layout and design. It doesn't always work. So I have to make up work for that day. Just delete the whole app and throw it in the trash.",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781772624?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781772624"
"2021-01-05 22:12:28","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Edgard Martinez","5",,"Pretty easy to use. Nothing so special, just your usual access to the classes.",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781772625?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781772625"
"2021-01-06 01:59:47","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Chris -_-PR","1",,"This app was working perfectly but now it doesn't let me go to a conference or launch external tool to do a work",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781855570?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781855570"
"2021-01-06 02:12:19","com.instructure.candroid","Canvas Student","en","en",,,,"Leah Studer","1",,"It was just horrendous",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781855571?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781855571"
"2021-01-06 03:12:08","com.instructure.candroid","Canvas Student","en","en",,,,"Rachelle Morales","1",,"Internet connection is fine but why can't I turn in my assignments 😵",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781855572?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781855572"
"2021-01-06 03:41:24","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Johnathan Treisch","4",,"Everytime I go to a assinment it says ur tool or something like that and then it says no apps can preform this action",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781914940?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781914940"
"2021-01-06 04:19:57","com.instructure.candroid","Canvas Student","en","en",,,,"Gräffítî Gûnñèr","5",,"I'am A Student That Uses This App, It is a good app for learning",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781914941?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781914941"
"2021-01-06 04:28:12","com.instructure.candroid","Canvas Student","en","en","6.9.1",,,"E knight","5",,"A useful way to keep track of classes",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781914942?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781914942"
"2021-01-06 09:00:44","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Smoooth P.","5",,"A lot of options. So far pretty user friendly.",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/781967211?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=781967211"
"2021-01-06 12:40:25","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Jayden Umana","5",,"Great app",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/782041612?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=782041612"
"2021-01-06 14:07:47","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"summonerswar rixx1","5",,"great app!",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/782041613?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=782041613"
"2021-01-06 17:27:53","com.instructure.candroid","Canvas Student","en","en",,,,"Lucas Eastwood","1",,"Delete youselves",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/782140776?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=782140776"
"2021-01-06 18:22:10","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Miguel","5",,"Works pretty well.",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/782140777?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=782140777"
"2021-01-06 18:48:30","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"Josephine Johnson","5",,"Great App",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/782216275?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=782216275"
"2021-01-06 20:49:36","com.instructure.candroid","Canvas Student","en","en","6.9.5",,,"BonnieBrute","4",,"Very helpful with school and turning assignments in that need pictures taken. Can't do that on my chromebook. Just wish you could see all of the assignments, as some are unable to be seen.",,,,,,,,,,,,,,,,,,"https://appfollow.io/gp/20453/review/782216276?s=global3","https://watch.appfollow.io/apps/opay/reviews/538206?review_id=782216276"
